id,company_name,address,address2,city,state,zip_code,country,phone,intake_phone,hotline,email,website,latitude,longitude,type_facility,type_of_care,service_setting,payment_accepted,special_programs,languages,facility_operation,age_groups_accepted,emergency_services,payment_assistance,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
62,Narcotic Drug Treatment Center Inc - Center for Drug Problems,1015 East 6th Avenue,,Anchorage,AK,99501,US,907-276-6430,907-276-6430 x534,,,https://www.ndtcak.org,61.2167809,-149.8637382,,Substance use treatment,Outpatient; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment,"Federal, or any government funding for substance use treatment programs; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); No payment accepted; Private health insurance; Cash or self-payment; SAMHSA funding/block grants","Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Veterans; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with HIV or AIDS; Clients who have experienced sexual abuse; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma",Sign language services for the deaf and hard of hearing,Private non-profit organization,Young Adults; Adults,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.046657+00:00,20260326_142037,4535df43a25d7e4668c661ddc4e4382b,2026-03-25 18:25:37,2026-03-26 14:22:29,0
63,Aleutian Pribilof Islands Association,1131 East International Airport Road,,Anchorage,AK,99518,US,907-276-2700,844-375-2742,,,https://www.apiai.org/services/health-care/behavioral-heal,61.1742994,-149.8615357,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"IHS/Tribal/Urban (ITU) funds; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid",,,Tribal government,Children/Adolescents; Young Adults; Adults; Seniors,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.046657+00:00,20260326_142037,9318d0447a2829e353669ae4603aef1b,2026-03-25 18:25:37,2026-03-26 14:22:29,0
64,Alaska Marriage - Family Therapy Associates,1205 East Int'l Airport Road,Suite 100,Anchorage,AK,99518,US,907-570-6382,,,,https://www.akmft.com,61.1744627,-149.8602871,,Mental health treatment,Outpatient,"Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; Cash or self-payment; State mental health agency (or equivalent) funds; U.S. Department of VA funds",,Spanish,Private for-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.046657+00:00,20260326_142037,1392e8d984c069e75a0c782e6d50ac6b,2026-03-25 18:25:37,2026-03-26 14:22:29,0
65,Southcentral Foundation - Four Directions,4000 Laurel Street,,Anchorage,AK,99508,US,907-729-6300,,,,https://www.southcentralfoundation.com,61.1842447,-149.8351373,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"IHS/Tribal/Urban (ITU) funds; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment","Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with HIV or AIDS; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with eating disorders; Persons experiencing first-episode psychosis; Persons with post-traumatic stress disorder (PTSD); Persons 18 and older with serious mental illness (SMI)",,Private non-profit organization,Young Adults; Seniors,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,65b5b6bfc9e8cd90041f051f2aa999e9,2026-03-25 18:25:37,2026-03-26 14:22:29,0
66,Community Medical Services - Anchorage on Laurel,4335 Laurel Street,,Anchorage,AK,99508,US,907-782-4750,,,,https://communitymedicalservices.org,61.181083,-149.8339537,,Substance use treatment,Outpatient; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment,"Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment",Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Clients who have experienced trauma,Sign language services for the deaf and hard of hearing,Private for-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,0468626cc3ad7014eb8f89ecad257021,2026-03-25 18:25:37,2026-03-26 14:22:29,0
67,Alaska Psychiatric Institute,3700 Piper Street,,Anchorage,AK,99508,US,907-269-7100,,,,https://dfcs.alaska.gov/api/Pages/default.aspx,61.1851296,-149.8293524,,Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Hospital inpatient/24-hour hospital inpatient,"Community Mental Health Block Grants; Community Service Block Grants; IHS/Tribal/Urban (ITU) funds; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds; State welfare or child and family services funds; U.S. Department of VA funds",Young adults; Seniors or older adults; Veterans; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED); Persons 18 and older with serious mental illness (SMI),,State government,Children/Adolescents; Young Adults; Adults; Seniors,,Payment assistance (check with facility for details),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,25a1068f85dd82274f804548d04f5046,2026-03-25 18:25:37,2026-03-26 14:22:29,0
68,Arc of Anchorage,2211 Arca Drive,,Anchorage,AK,99508,US,907-777-0365,907-277-6677 x327,,,https://www.thearcofanchorage.org,61.2009685,-149.8167157,,Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient; Residential/24-hour residential,Community Mental Health Block Grants; Medicare; Medicaid; Other State funds; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds,Young adults; Seniors or older adults; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED); Persons 18 and older with serious mental illness (SMI),,Private non-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,Psychiatric emergency onsite services,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,d36b4c1297faf959e51c7f7c2decb6b3,2026-03-25 18:25:37,2026-03-26 14:22:29,0
69,Cook Inlet Tribal Council Inc - Outpatient Services,3600 San Jeronimo Drive,Suite 316,Anchorage,AK,99508,US,907-793-3200,,,,https://www.citci.org,61.2111358,-149.8114469,,Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient; Intensive outpatient treatment; Regular outpatient treatment,"Federal, or any government funding for substance use treatment programs; IHS/Tribal/Urban (ITU) funds; Medicaid; Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants",Young adults; Adult women; Adult men; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma,Sign language services for the deaf and hard of hearing,Private non-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,d07403a4f01ffc249985e3358e13b5c2,2026-03-25 18:25:37,2026-03-26 14:22:29,0
70,Salvation Army Clitheroe Center - Outpatient,3630 East 20th Avenue,,Anchorage,AK,99508,US,907-276-2898,907-770-8812,,,https://www.clitheroe.salvationarmy.org/,61.2021049,-149.813421,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,Community Service Block Grants; Medicaid; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid,Young adults; Seniors or older adults; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with post-traumatic stress disorder (PTSD); Persons 18 and older with serious mental illness (SMI),Spanish,Private non-profit organization,Young Adults; Seniors,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,bce0bee71fb825e96e2b5958b8094119,2026-03-25 18:25:37,2026-03-26 14:22:29,0
71,Mountain View Community MH and - Recovery Center LLC,4119 Mountain View Drive,,Anchorage,AK,99508,US,907-222-4851,,,,https://,61.2244235,-149.8037492,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,Medicare; Medicaid; Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds,Seniors or older adults; Clients with co-occurring mental and substance use disorders; Persons experiencing first-episode psychosis; Persons with post-traumatic stress disorder (PTSD); Persons 18 and older with serious mental illness (SMI),,Private for-profit organization,Young Adults; Seniors,Crisis intervention team; Psychiatric emergency mobile/off-site services; Psychiatric emergency walk-in services,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,a582d9fa60238e363ec9868bb7e2aeb8,2026-03-25 18:25:37,2026-03-26 14:22:29,0
72,Chugachmiut - Chugachmiut Behavioral Health Dept,1840 Bragaw Street,Suite 110,Anchorage,AK,99508,US,907-562-4155 131,907-562-4155,,,https://www.chugachmiut.org,61.2042136,-149.8099659,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"IHS/Tribal/Urban (ITU) funds; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment","Young adults; Seniors or older adults; Clients with co-occurring mental and substance use disorders; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED); Persons 18 and older with serious mental illness (SMI)",,Private non-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,Crisis intervention team; Psychiatric emergency walk-in services,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,c22d2bc2d2f3a1b9276fffe9b6518006,2026-03-25 18:25:37,2026-03-26 14:22:29,0
73,AK Child and Family,4600 Abbott Road,,Anchorage,AK,99507,US,907-346-2101,,,,https://www.AKChild.org,61.1367118,-149.7940483,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Residential/24-hour residential,"Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid",Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED); Persons 18 and older with serious mental illness (SMI),,Private non-profit organization,Children/Adolescents; Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,e75d3e7e48c41f6d6d2f05f003f35d5b,2026-03-25 18:25:37,2026-03-26 14:22:29,0
74,Denali Family Services,1251 Muldoon Road,Suite 116,Anchorage,AK,99504,US,907-274-8281,,,,https://www.denalifs.org,61.210668,-149.730548,,Mental health treatment,Outpatient,"Community Mental Health Block Grants; Community Service Block Grants; IHS/Tribal/Urban (ITU) funds; Medicaid; Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds; State welfare or child and family services funds",Young adults; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED),,Private non-profit organization,Children/Adolescents; Young Adults; Adults,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,cc02fa89f5340cd3a6796f0b4b0208fb,2026-03-25 18:25:37,2026-03-26 14:22:29,0
75,Discovery Cove Recovery and - Wellness Center,11901 Business Boulevard,,Eagle River,AK,99577,US,907-694-5550,,,,https://www.discoverycovealaska.com,61.3278519,-149.5723084,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State welfare or child and family services funds; U.S. Department of VA funds",Young adults; Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED),Spanish,Private for-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,e9e4a4977b79c2aadda60b48bf2b1b4a,2026-03-25 18:25:37,2026-03-26 14:22:29,0
76,Denali Family Services,291 East Swanson Street,,Wasilla,AK,99654,US,907-274-8281,,,,https://www.denalifs.org,61.5833834,-149.4441449,,Mental health treatment,Outpatient,"Community Mental Health Block Grants; Community Service Block Grants; IHS/Tribal/Urban (ITU) funds; Medicaid; Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds; State welfare or child and family services funds",Young adults; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED),,Private non-profit organization,Children/Adolescents; Adults,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,1497b867cf63fa67f37e3b3f360b67dd,2026-03-25 18:25:37,2026-03-26 14:22:29,0
77,Wasilla Behavioral Health Services - Outpatient,301 East Danna Avenue,,Wasilla,AK,99654,US,907-357-7519,,,,https://www.familycenteredservices.com,61.5865885,-149.4443685,,Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment",Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED),,Private non-profit organization,Children/Adolescents; Adults,Crisis intervention team,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,d976bd4661515a57c8390c501f126250,2026-03-25 18:25:37,2026-03-26 14:22:29,0
78,Adult and Teen Challenge Pacific NW - Life Renewal/Alaska,545 South Knik Goose Bay Road,,Wasilla,AK,99654,US,855-932-3852,,,,https://www.liferenewal.us,61.5782732,-149.4408888,,Substance use treatment,Outpatient; Intensive outpatient treatment; Regular outpatient treatment,Medicaid; Cash or self-payment,Adult women; Adult men,Sign language services for the deaf and hard of hearing,Private non-profit organization,Young Adults; Adults,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,ed534de679b2b7de30e2f6c1bff8ac2c,2026-03-25 18:25:37,2026-03-26 14:22:29,0
79,Set Free Alaska - Crisis Residential and Stabilization,P.O. Box 876741,,Wasilla,AK,99654,US,907-373-4732,,,,https://www.setfreealaska.org,61.5808763,-149.4410597,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Residential/24-hour residential,Medicare; Medicaid; Private health insurance; Cash or self-payment,Clients with co-occurring mental and substance use disorders,,Private non-profit organization,Young Adults; Seniors,Crisis intervention team; Psychiatric emergency mobile/off-site services,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,3fa3653a3afa5b603363bd2438842470,2026-03-25 18:25:37,2026-03-26 14:22:29,0
80,Community Medical Services - Wasilla,2521 East Mountain Village Drive,Suite F,Wasilla,AK,99654,US,907-290-3760,,,,https://www.communitymedicalservices.org,61.5734207,-149.3878624,,Substance use treatment,Outpatient; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment,"Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment",Young adults; Adult women; Pregnant/postpartum women; Adult men; Seniors or older adults; Clients who have experienced trauma,Sign language services for the deaf and hard of hearing,Private for-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,5679b9a615d2c09489886250d82bf885,2026-03-25 18:25:37,2026-03-26 14:22:29,0
81,True North Recovery Inc - Day One Center,2650 Broadview Avenue,,Palmer,AK,99645,US,907-313-1333 1,,,,https://www.tnrak.org,61.5699281,-149.3809746,,Substance use treatment; Detoxification; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Hospital inpatient/24-hour hospital inpatient; Outpatient; Hospital inpatient detoxification; Hospital inpatient treatment; Outpatient detoxification; Outpatient methadone/buprenorphine or naltrexone treatment,"Federal, or any government funding for substance use treatment programs; Medicaid; Cash or self-payment",Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma,Sign language services for the deaf and hard of hearing,Private non-profit organization,Young Adults; Adults,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,1ffcfd075fb54335e8dae5b38421ccb1,2026-03-25 18:25:37,2026-03-26 14:22:29,0
82,Southcentral Foundation - Benteh Nuutah Four Directions,3223 East Palmer Wasilla Highway,Suite 4,Wasilla,AK,99654,US,907-631-6300,,,,https://www.southcentralfoundation.com,61.5862737,-149.3697802,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"IHS/Tribal/Urban (ITU) funds; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment","Seniors or older adults; Veterans; Active duty military; Members of military families; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients with HIV or AIDS; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with eating disorders; Persons experiencing first-episode psychosis; Persons with post-traumatic stress disorder (PTSD); Persons 18 and older with serious mental illness (SMI)",,Private non-profit organization,Young Adults; Seniors,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.047657+00:00,20260326_142037,96974957db29fe720d77d718e6ca0068,2026-03-25 18:25:37,2026-03-26 14:22:29,0
83,Mat Su VA Community Based Outpatient,865 North Seward Meridian Parkway,Suite 105,Wasilla,AK,99654,US,907-631-3100,,,,https://www.va.gov/alaska-health-care/locations/mat-su-va-clinic/,61.5899798,-149.3589418,,Substance use treatment; Detoxification; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient; Outpatient detoxification; Outpatient methadone/buprenorphine or naltrexone treatment; Regular outpatient treatment,,Veterans,,Federal Government; U.S. Department of Veterans Affairs,Young Adults; Adults,,Payment assistance (check with facility for details),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,01d338f6c86461b58da81cb9012749cc,2026-03-25 18:25:37,2026-03-26 14:22:29,0
84,Banyan Alaska LLC,4700-4755 East Begich Circle,,Wasilla,AK,99654,US,800-547-4615,,,,https://www.banyantreatmentcenter.com/facilities/wasilla/,61.5830912,-149.3321922,,Substance use treatment,Outpatient; Outpatient day treatment or partial hospitalization; Intensive outpatient treatment; Outpatient methadone/buprenorphine or naltrexone treatment,"Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment",Veterans,,Private for-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,b0cbe4ecb31e791dbc018fd5c4c9af2d,2026-03-25 18:25:37,2026-03-26 14:22:29,0
85,My House,300 North Willow Street,,Wasilla,AK,99654,US,907-373-4357,,,,https://www.myhousematsu.org,61.6056938,-149.3271316,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient; Residential/24-hour residential,Medicaid; Private health insurance; Cash or self-payment,Young adults; Clients with co-occurring mental and substance use disorders,,Private non-profit organization,Young Adults,,Payment assistance (check with facility for details),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,b1b3288ec9b90bfb7a4d2dafbb298155,2026-03-25 18:25:37,2026-03-26 14:22:29,0
86,Alaska Family Services - Behavioral Health Treatment Center,5851 East Mayflower Court,,Wasilla,AK,99654,US,907-376-4000,,,,https://www.akafs.org,61.5863409,-149.3057509,,Substance use treatment; Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,County or local government funds; Community Mental Health Block Grants; Community Service Block Grants; Medicaid; Other State funds; Private health insurance; State corrections or juvenile justice funds; State education agency funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds; State welfare or child and family services funds,Clients with co-occurring mental and substance use disorders,,Private non-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,Crisis intervention team; Psychiatric emergency walk-in services,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,a63e9273228614929bd4ed65556d4474,2026-03-25 18:25:37,2026-03-26 14:22:29,0
87,Set Free Alaska - Valley Oaks Residential Treatment Ctr,7010 East Bogard Road,,Wasilla,AK,99654,US,907-373-4732,,,,https://www.setfreealaska.org,61.61262,-149.275217,,Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Residential/24-hour residential; Long-term residential,"Federal, or any government funding for substance use treatment programs; Medicare; Medicaid; Private health insurance; Cash or self-payment","Adult women; Pregnant/postpartum women; Clients with co-occurring mental and substance use disorders; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma",,Private non-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,8915fe052095b0d2aa0fa8f1b8727735,2026-03-25 18:25:37,2026-03-26 14:22:29,0
88,CoOccurring Disorders Institute (CODI) - DBA Compassionate Directions,11921 East Palmer Wasilla Highway,,Palmer,AK,99645,US,907-745-2634,,,,https://www.codialaska.org/,61.6002236,-149.1511661,,Mental health treatment,Outpatient,"County or local government funds; Medicaid; Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State welfare or child and family services funds",Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED),,Private non-profit organization,Children/Adolescents; Young Adults; Adults,,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,1785a124ffd3e211dcaf16f9b5053b79,2026-03-25 18:25:37,2026-03-26 14:22:29,0
89,Daybreak Inc,550 South Alaska Street,Suite 202,Palmer,AK,99645,US,907-746-6019,,,,https://www.daybreakmhsc.com,61.6018744,-149.1153089,,Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,Community Mental Health Block Grants; Medicaid; State corrections or juvenile justice funds; Cash or self-payment; State-financed health insurance plan other than Medicaid; State mental health agency (or equivalent) funds,Seniors or older adults; Criminal justice (other than DUI/DWI)/Forensic clients; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with traumatic brain injury (TBI); Persons with post-traumatic stress disorder (PTSD); Persons 18 and older with serious mental illness (SMI),,Private non-profit organization,Young Adults; Seniors,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,1c5379a729341d3b89ba6ef033580ba6,2026-03-25 18:25:37,2026-03-26 14:22:29,0
90,Set Free Alaska - Homer,3964 Bartlett Street,Suite 2,Homer,AK,99603,US,907-235-4732,,,,https://www.setfreealaska.org,59.6476068,-151.5489843,,Substance use treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient; Intensive outpatient treatment; Regular outpatient treatment,"Federal, or any government funding for substance use treatment programs; Medicare; Medicaid; Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid","Clients with co-occurring mental and substance use disorders; Clients who have experienced intimate partner violence, domestic violence; Clients who have experienced trauma",,Private non-profit organization,Young Adults; Adults,,,samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,023bd52539a2787c88a610d08c705d52,2026-03-25 18:25:37,2026-03-26 14:22:29,0
91,South Peninsula Behav Health Services - The Center,3948 Ben Walters Lane,,Homer,AK,99603,US,907-235-7701,,,,https://www.spbhs.org,59.648155,-151.5180139,,Mental health treatment; Treatment for co-occurring substance use plus either serious mental illness (SMI) in adults and/or serious emotional disturbance (SED) in children,Outpatient,"Community Mental Health Block Grants; Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Other State funds; Private health insurance; Cash or self-payment; State mental health agency (or equivalent) funds; U.S. Department of VA funds",Young adults; Seniors or older adults; Veterans; Active duty military; Members of military families; Clients with co-occurring mental and substance use disorders; Clients who have experienced trauma; Persons with post-traumatic stress disorder (PTSD); Children/adolescents with serious emotional disturbance (SED); Persons 18 and older with serious mental illness (SMI),,Private non-profit organization,Children/Adolescents; Young Adults; Adults; Seniors,Crisis intervention team; Psychiatric emergency onsite services; Psychiatric emergency walk-in services,Payment assistance (check with facility for details); Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,d0ace20129a9a8a59fd075e3100cd045,2026-03-25 18:25:37,2026-03-26 14:22:29,0
92,Cook Inlet Counseling - Outpatient Homer,1230 Ocean Drive,,Homer,AK,99603,US,907-283-3658,,,,https://www.cookinletcounseling.org,59.6388177,-151.5120778,,Substance use treatment,Outpatient; Intensive outpatient treatment; Regular outpatient treatment,"Federal, or any government funding for substance use treatment programs; Medicaid; Private health insurance; Cash or self-payment; SAMHSA funding/block grants",Adolescents,,Private non-profit organization,Children/Adolescents,,Sliding fee scale (fee is based on income and other factors),samhsa_treatment_facilities,https://findtreatment.gov,2026-03-26T14:22:28.048656+00:00,20260326_142037,e5d84422bd3aa92e263eefbc99e88095,2026-03-25 18:25:37,2026-03-26 14:22:29,0
